id,type,address,price,coords,contamination,distanceToDangerZone,distanceToMedianJobLocation,Zone,GreenConc,lt,lg,priceLogScaled,totalScore
link_ad_83565213,Bilocale,"via Ettore Ponti, Barona, Milano",900,"[45.442102, 9.154895699999999]",0.1425411648669978,1.7901259326630683,3.7764682134817824,6.0,0.1162834524070022,45.442102,9.1548957,0.23198776651735376,-11.22293879898032
link_ad_71128948,Trilocale,"via Sant'Orsola, Carrobbio, Milano",3167,"[45.4628098, 9.181179]",0.2113107402110472,1.5463985440697745,0.7387826235123458,1.0,0.1146297714581178,45.4628098,9.181179,0.728552815770112,-0.08808931982806412
link_ad_83291261,Trilocale,"via Gerolamo Cardano, Melchiorre Gioia, Milano",2350,"[45.4858416, 9.1969157]",0.1759059222677024,3.6969739700611406,2.308198690303815,9.0,0.1741331666666666,45.4858416,9.1969157,0.610792301664083,3.8810511124610336
link_ad_83231537,Bilocale,"via Bramante 29, Paolo Sarpi, Milano",1400,"[45.48147780000001, 9.1786605]",0.1858538052911171,3.148830983352212,1.9533885358782568,1.0,0.1146297714581178,45.48147780000001,9.1786605,0.4063704116093416,3.5892400101580697
link_ad_84253702,Trilocale,"via pola 6, Isola, Milano",1000,"[45.4887521, 9.194399299999999]",0.1883502473501721,3.344723564862306,2.58830076096505,2.0,0.0848328783783783,45.4887521,9.1943993,0.2735714773534035,1.8966697878602927
link_ad_84253532,Bilocale,"via Paolo Pallia 5, Rogoredo, Milano",800,"[45.4363602, 9.2336507]",0.9818030388414628,0.8462165672970454,4.733133049512881,4.0,0.1018567536992841,45.4363602,9.2336507,0.185501132833501,-24.76181950095758
link_ad_84253610,Bilocale,"corso Giuseppe Garibaldi 16, Lanza, Milano",1500,"[45.4728672, 9.1838619]",0.183417865759111,2.679493269073673,0.917043936091961,1.0,0.1146297714581178,45.4728672,9.1838619,0.43360053287203115,6.300303529043438
link_ad_84253662,Bilocale,"via Paolo Pallia 5, Rogoredo, Milano",950,"[45.4363602, 9.2336507]",0.9818030388414628,0.8462165672970454,4.733133049512881,4.0,0.1018567536992841,45.4363602,9.2336507,0.25332702896281845,-25.100948981604166
link_ad_84253482,Bilocale,"via Piero della Francesca 51, Sempione, Milano",1150,"[45.4855776, 9.160965000000001]",0.2048233688110485,2.3287853779003864,3.146691842146376,8.0,0.1496586323777403,45.4855776,9.160965,0.32873275063805574,-6.009019756586767
link_ad_84253742,Trilocale,"via Paolo Pallia 5, Rogoredo, Milano",1300,"[45.4363602, 9.2336507]",0.9818030388414628,0.8462165672970454,4.733133049512881,4.0,0.1018567536992841,45.4363602,9.2336507,0.377121461322361,-25.71992114340188
link_ad_84253434,Bilocale,"via Andrea Maria Ampère 123, Casoretto, Milano",725,"[45.48856, 9.226289999999999]",0.054685689843609,1.837209833327668,3.8202140060731153,3.0,0.1217181679550246,45.48856,9.22629,0.14664878385829105,-10.313102392461612
link_ad_84253450,Bilocale,"via alessi 10, Corso Genova, Milano",900,"[45.4578577, 9.1761296]",0.2143338028545258,0.9274587093393544,1.372133283736918,1.0,0.1146297714581178,45.4578577,9.1761296,0.23198776651735376,-3.8818318615566274
link_ad_84252226,Bilocale,"via Privata delle Primule 5, Lorenteggio, Milano",642,"[45.45130210000001, 9.1384127]",-0.0865641665877774,2.8799367836032257,4.309198335768696,6.0,0.1162834524070022,45.45130210000001,9.1384127,0.09866224083745889,-6.625380870040747
link_ad_84253400,Monolocale,"via capecelatro 45, San Siro, Milano",600,"[45.4711632, 9.1296082]",-0.0617470659635728,0.8904129397812115,4.725315366130467,7.0,0.1689400354179961,45.4711632,9.1296082,0.07195871099872608,-18.380870179832066
link_ad_84245184,Bilocale,"via via della Capinera 2, Inganni, Milano",800,"[45.4556034, 9.1203262]",-0.277409833171987,2.5201324259517794,5.526255914037401,6.0,0.1162834524070022,45.4556034,9.1203262,0.185501132833501,-13.989656676700667
link_ad_84246714,Monolocale,"via Dino Villani 4, Dergano, Milano",900,"[45.4992281, 9.1888936]",0.2731004176894203,2.410649557786351,3.7276763560000177,9.0,0.1741331666666666,45.4992281,9.1888936,0.23198776651735376,-8.23990907876887
link_ad_84240606,Bilocale,"via Popoli Uniti 14, Rovereto, Milano",700,"[45.495782, 9.219579]",0.0778614185546757,1.6671018005630434,4.075244487746399,2.0,0.0848328783783783,45.495782,9.219579,0.13279893425593814,-12.669850808077959
link_ad_84253226,Mansarda,"via Giovanni Rasori 2, Vercelli - Wagner, Milano",700,"[45.46769940000001, 9.1642311]",0.1202424822840839,2.194419268082384,1.9986507393591564,7.0,0.1689400354179961,45.46769940000001,9.1642311,0.13279893425593814,0.5583357380060101
link_ad_84253760,Trilocale,"via solera da mantegazza 9, Lanza, Milano",2600,"[45.475493, 9.1826878]",0.1790689173649298,2.9436279397381946,1.2176949240855903,1.0,0.1146297714581178,45.475493,9.1826878,0.650692938675764,5.054004655350141
link_ad_84253472,Loft,"viale Bligny 39, Bocconi, Milano",850,"[45.4507741, 9.1922941]",0.3897057800786569,1.3368865276901385,1.6729514178000082,5.0,0.0584525945764981,45.4507741,9.1922941,0.2094284715278829,-4.383732735699557
link_ad_84246352,Monolocale,"via Giancarlo Sismondi 50-1, Argonne - Corsica, Milano",650,"[45.467821, 9.232471000000002]",0.2504011922428617,3.1408387847690524,3.343488449613804,4.0,0.1018567536992841,45.467821,9.232471000000002,0.10354998396895798,-2.2737204367864363
link_ad_84247668,Trilocale,"via Padova 64, Parco Trotter, Milano",950,"[45.4941799, 9.2242792]",0.0478192539740121,1.4601278417129482,4.158070181373418,2.0,0.0848328783783783,45.4941799,9.2242792,0.25332702896281845,-14.571278721094611
link_ad_84253498,Monolocale,"viale Bligny 42, Bocconi, Milano",650,"[45.4507741, 9.1922941]",0.3897057800786569,1.3368865276901385,1.6729514178000082,5.0,0.0584525945764981,45.4507741,9.1922941,0.10354998396895798,-3.854340297904932
link_ad_84253530,Trilocale,"via Letizia, Solari, Milano",1800,"[45.4576651, 9.1625762]",0.1232677339867223,1.3390391777660444,2.296915768969051,6.0,0.1162834524070022,45.4576651,9.1625762,0.5055592438707568,-7.352100583267417
link_ad_84249824,Attico,"via Andrea Maria Ampère 56, Città Studi, Milano",6300,"[45.4837923, 9.2266339]",0.0818593555159168,2.295117152718322,3.512178786632586,3.0,0.1217181679550246,45.4837923,9.2266339,1.0000000000000004,-10.886014107375782
link_ad_84247450,Bilocale,"Alzaia Naviglio Pavese 34, Navigli - Darsena, Milano",900,"[45.4480879, 9.176929800000002]",0.3073645637050504,0.2081115989315708,2.1981129863451403,6.0,0.1162834524070022,45.4480879,9.176929800000002,0.23198776651735376,-12.065351326144857
link_ad_84253504,Bilocale,"corso Giuseppe Garibaldi 16, Lanza, Milano",1300,"[45.4728672, 9.1838619]",0.183417865759111,2.679493269073673,0.917043936091961,1.0,0.1146297714581178,45.4728672,9.1838619,0.377121461322361,6.582698886791789
link_ad_84246588,Bilocale,"via Francesco Caracciolo 74, Cenisio, Milano",750,"[45.4881332, 9.1587631]",0.2307087686494924,2.0441700234210733,3.469386679136686,8.0,0.1496586323777403,45.4881332,9.1587631,0.16002905551862812,-8.331479237529962
link_ad_84244814,Bilocale,"via San Vittore 14, San Vittore, Milano",1200,"[45.463174, 9.1711686]",0.1603038925823057,1.5490489821325792,1.4726378940560598,1.0,0.1146297714581178,45.463174,9.1711686,0.3455301883521291,-1.5739661069989888
link_ad_83376273,Trilocale,"via Luigi Resnati 12, Martini - Insubria, Milano",1450,"[45.4509284, 9.2219978]",0.5450202384818112,1.2094296288331556,3.007645847969203,4.0,0.1018567536992841,45.4509284,9.2219978,0.4202202612116941,-13.307999825651343
link_ad_83898502,Monolocale,"piazzale Biancamano 2, Moscova, Milano",1650,"[45.47823899999999, 9.1819484]",0.1797265410714317,3.233712947617959,1.518805977105694,1.0,0.1146297714581178,45.47823899999999,9.1819484,0.4712175750055998,5.8929631294667555
link_ad_84153236,Bilocale,"via Gorani, Carrobbio, Milano",2250,"[45.4643576, 9.181087]",0.2028183477377751,1.709467553803344,0.6884968108589977,1.0,0.1146297714581178,45.4643576,9.181087,0.5936295883906593,1.6957628913701472
link_ad_77890844,Appartamento,"via Alberto da Giussano 16, Pagano, Milano",4167,"[45.4691094, 9.1632258]",0.1172657976276241,2.36940602820611,2.099064389497556,1.0,0.1146297714581178,45.4691094,9.1632258,0.836857638735574,-2.84576013098263
link_ad_82787905,Bilocale,"piazza Castello 29, Cadorna - Castello, Milano",2000,"[45.4700168, 9.1763216]",0.1682193141314201,2.278470816360441,1.1481641461569552,1.0,0.1146297714581178,45.4700168,9.1763216,0.5471429547068065,2.6478708641168844
link_ad_80243683,Appartamento,"piazzale Principessa Clotilde 8, Porta Nuova, Milano",3900,"[45.4798228, 9.1933943]",0.1806571321067167,3.6526381064229794,1.595553832424362,9.0,0.1741331666666666,45.4798228,9.1933943,0.8107219941943917,6.199191571820879
link_ad_84158612,Bilocale,"via TORELLI, Farini, Milano",1000,"[45.4960694, 9.171605]",0.3070072982955025,1.4829114032922537,3.658905442864481,9.0,0.1741331666666666,45.4960694,9.171605,0.2735714773534035,-12.912198242772332
link_ad_78905887,Attico,"via Federico Confalonieri, Isola, Milano",3000,"[45.4866653, 9.1914503]",0.1897972751321504,3.311927875512513,2.334204158357453,9.0,0.1741331666666666,45.4866653,9.1914503,0.7071720102254342,1.2744379923207094
link_ad_83419157,Trilocale,"via Federico Tesio 11, San Siro, Milano",1600,"[45.47810459999999, 9.1172153]",-0.0466931427072268,0.5260298915175355,5.817925834068119,7.0,0.1689400354179961,45.47810459999999,9.1172153,0.4590726101869045,-27.67667687306133
link_ad_84119850,Bilocale,"via Conservatorio 13, Palestro, Milano",1850,"[45.46655150000001, 9.2023595]",0.2520949602185283,2.837269562288446,0.991475777824935,1.0,0.1146297714581178,45.46655150000001,9.2023595,0.5163730768586587,5.959777594222209
link_ad_81948556,Bilocale,"via San Basilio 21, Greco - Segnano, Milano",1220,"[45.50945, 9.20797]",0.2314573750918498,2.5028862035282606,5.067946704855139,9.0,0.1741331666666666,45.50945,9.20797,0.352053976778651,-14.87219343265356
link_ad_80230363,Quadrilocale,"via Vincenzo Monti 5, Vincenzo Monti, Milano",3500,"[45.4665819, 9.1745751]",0.1675752259034197,1.8957073495241317,1.1836943538170688,1.0,0.1146297714581178,45.4665819,9.1745751,0.7680122334826471,-0.5447234611044309
link_ad_83748871,Bilocale,"via via monviso 32, Paolo Sarpi, Milano",1150,"[45.4855545, 9.1699132]",0.2075622153206495,2.460314840296429,2.69266095846566,8.0,0.1496586323777403,45.4855545,9.1699132,0.32873275063805574,-3.094912258750976
link_ad_84098556,Trilocale,"via Timavo 32, Isola, Milano",2000,"[45.4902566, 9.198515600000002]",0.1792144733481109,3.414141706436189,2.814717494430625,2.0,0.0848328783783783,45.4902566,9.198515600000002,0.5471429547068065,-0.2105016883548747
link_ad_82005322,Bilocale,"via del fusaro 7, Washington, Milano",1100,"[45.46100630000001, 9.152242]",0.042124984858674,2.2012015903661397,2.9679183257049053,7.0,0.1689400354179961,45.46100630000001,9.152242,0.3111885194869717,-4.755451021332076
link_ad_79437449,Bilocale,"via Giovanni Prati 12, Sempione, Milano",1600,"[45.4789018, 9.1611543]",0.1506674348784145,2.901073686518351,2.665971170503946,8.0,0.1496586323777403,45.4789018,9.1611543,0.4590726101869045,-1.124894483365868
link_ad_82787391,Bilocale,"via Claudio Debussy 4, Piazzale Siena, Milano",700,"[45.4656816, 9.130842]",-0.1040143753634765,1.4838617085653414,4.590246299620555,7.0,0.1689400354179961,45.4656816,9.130842,0.13279893425593814,-14.83114557264839
link_ad_84119848,Bilocale,"via Vigevano 8, Navigli - Darsena, Milano",1530,"[45.4530321, 9.1742884]",0.2377678599732462,0.3954415646605042,1.8526564560619767,6.0,0.1162834524070022,45.4530321,9.1742884,0.4414162380452362,-10.100577685064764
link_ad_77043176,Bilocale,"via Joe Colombo, 16, Porta Nuova, Milano",4500,"[45.481784, 9.1932326]",0.1800461277307476,3.790034437997158,1.808515773897736,9.0,0.1741331666666666,45.481784,9.1932326,0.8672010657440623,5.542023186456394
link_ad_83792100,Bilocale,"via Piero Maroncelli 5, Garibaldi - Corso Como, Milano",1100,"[45.4823633, 9.1833156]",0.1882118663197616,3.252352874430474,1.91765885240487,9.0,0.1741331666666666,45.4823633,9.1833156,0.3111885194869717,5.047134014427687
link_ad_79592117,Bilocale,"via Gaetano Donizetti 46, Palestro, Milano",2500,"[45.4669698, 9.2048192]",0.2524558937147958,3.0127040440073136,1.18716065521038,1.0,0.1146297714581178,45.4669698,9.2048192,0.635213299226709,5.2625198365677335
link_ad_80440387,Bilocale,"via Chieti 9, Sempione, Milano",1300,"[45.4818129, 9.1642779]",0.1764565142657375,2.768029505620859,2.6714457527622013,8.0,0.1496586323777403,45.4818129,9.1642779,0.377121461322361,-1.5366779517585032
link_ad_82350756,Bilocale,"via Confalonieri, 6, Isola, Milano",3500,"[45.4859974, 9.1899948]",0.1908429354807594,3.2794009523399623,2.2560710717597887,9.0,0.1741331666666666,45.4859974,9.1899948,0.7680122334826471,1.1930393914171686
link_ad_83264429,Bilocale,"via Bergamo 6, Montenero, Milano",1200,"[45.4570023, 9.2080779]",0.3821111210272647,2.257759176872989,1.7294849974321236,4.0,0.1018567536992841,45.4570023,9.2080779,0.3455301883521291,-0.48755188119622006
link_ad_83433639,Bilocale,"viale della Liberazione 15, Porta Nuova, Milano",3000,"[45.48215039999999, 9.193638499999999]",0.1796235667861765,3.782606946299142,1.8537693950994112,9.0,0.1741331666666666,45.48215039999999,9.1936385,0.7071720102254342,6.080875704273934
link_ad_83083627,Quadrilocale,"via Ugo Bassi 5, Isola, Milano",2300,"[45.4891037, 9.184403000000001]",0.2149522854888346,2.726508126548821,2.6339733018553844,9.0,0.1741331666666666,45.4891037,9.184403,0.6023042279914592,-2.7529426106009516
link_ad_84223090,Monolocale,"via Cosenza 1, Martini - Insubria, Milano",650,"[45.45162, 9.22282]",0.5338082945527276,1.2783304280592658,3.020952269347393,4.0,0.1018567536992841,45.45162,9.22282,0.10354998396895798,-11.390616830552645
link_ad_83534409,Bilocale,"via Carlo Maria Maggi, Arena, Milano",1400,"[45.4774951, 9.1791989]",0.1761150276724947,3.1237217312056758,1.545431816452991,1.0,0.1146297714581178,45.4774951,9.1791989,0.4063704116093416,5.552171234644831
link_ad_81208045,Monolocale,"via Padova 38, Pasteur, Milano",980,"[45.48904030000001, 9.2207493]",0.0822372548427665,2.055544860711997,3.5482561728779536,2.0,0.0848328783783783,45.48904030000001,9.2207493,0.2655978685118763,-8.778567785711106
link_ad_61470754,Trilocale,"via Emanuele Filiberto, Sempione, Milano",1900,"[45.4858965, 9.1585789]",0.2062054817506577,2.29325021457928,3.305744081966052,8.0,0.1496586323777403,45.4858965,9.1585789,0.5268985063162219,-7.979696115379555
link_ad_80342185,Trilocale,"via Paolo da Cannobio 5, Duomo, Milano",1900,"[45.4613095, 9.1904278]",0.2622254132293165,1.7649109824683618,0.4924715637020413,1.0,0.1146297714581178,45.4613095,9.1904278,0.5268985063162219,2.9897263533944987
link_ad_83608813,Quadrilocale,"via Olmetto, Missori, Milano",2500,"[45.4605818, 9.18947]",0.2643639524903847,1.6547912471183177,0.5704182618362414,1.0,0.1146297714581178,45.4605818,9.18947,0.635213299226709,1.4971275251155025
link_ad_83316055,Monolocale,"via Pellegrino Rossi, Affori, Milano",605,"[45.5108317, 9.175812299999999]",0.5042351026495453,1.3406012845706303,5.132913767408442,9.0,0.1741331666666666,45.5108317,9.1758123,0.07523408426713729,-20.98824251543914
link_ad_75149792,Monolocale,"corso Como 9, Garibaldi - Corso Como, Milano",1500,"[45.4818759, 9.1871335]",0.1852510761964367,3.4717824625823086,1.8087931538868491,9.0,0.1741331666666666,45.4818759,9.1871335,0.43360053287203115,6.09135433146829
link_ad_81481113,Quadrilocale,"piazza Sant'Erasmo, Brera, Milano",3500,"[45.4713319, 9.1922861]",0.2025607162358937,2.7636627610361963,0.6568838736148843,1.0,0.1146297714581178,45.4713319,9.1922861,0.7680122334826471,6.254178545804445
link_ad_84160770,Attico,"via Maddalena 9, Missori, Milano",3500,"[45.4593819, 9.1882433]",0.2692048120225081,1.4917685392725828,0.7126983029712386,1.0,0.1146297714581178,45.4593819,9.1882433,0.7680122334826471,-0.7175851887284668
link_ad_22618941,Bilocale,"via San Giuseppe Cottolengo, Tre Castelli - Faenza, Milano",800,"[45.4407366, 9.1452078]",0.0329098395886831,2.5396537762548435,4.44482071711076,6.0,0.1162834524070022,45.4407366,9.1452078,0.185501132833501,-10.036472304355492
link_ad_83773761,Quadrilocale,"via Conservatorio, Palestro, Milano",4583,"[45.471425, 9.201948999999999]",0.2130067627440439,3.202991156482147,1.147153539386171,1.0,0.1146297714581178,45.471425,9.201949,0.8744144026555798,5.415231115772354
link_ad_83919874,Attico,"ottimo stato, 184 mq, De Angeli, Milano",2850,"[45.4690621, 9.1481373]",0.0389818434196058,2.137439203190916,3.262745908706402,7.0,0.1689400354179961,45.4690621,9.1481373,0.6869275618348496,-8.411380376759727
link_ad_82527504,Monolocale,"via Del Futurismo, Santa Giulia, Milano",750,"[45.4357619, 9.2441642]",1.067169272879255,0.4861277364301749,5.397863764806151,4.0,0.1018567536992841,45.4357619,9.2441642,0.16002905551862812,-30.185388015372876
link_ad_83486027,Bilocale,"via Pier Paolo Pasolini 19, Cascina Merlata - Musocco, Milano",610,"[45.5120601, 9.0997489]",0.8145698014996015,2.059314252232235,8.70252726237459,8.0,0.1496586323777403,45.5120601,9.0997489,0.07848249942524799,-36.93303339344731
link_ad_71167660,Bilocale,"piazzale Carlo Maciachini, Farini, Milano",2300,"[45.4975432, 9.1851156]",0.2751434791425708,2.213381169166407,3.5578090890790683,9.0,0.1741331666666666,45.4975432,9.1851156,0.6023042279914592,-10.238712301900124
link_ad_69203642,Bilocale,"via Moncalvo 46, Gambara, Milano",1030,"[45.4649998, 9.1429548]",-0.0153172037971671,2.0791625523166526,3.646503412446528,7.0,0.1689400354179961,45.4649998,9.1429548,0.2852377517390021,-8.341606863268574
link_ad_83187731,Quadrilocale,"via Monte Rosa 13, Amendola - Buonarroti, Milano",3000,"[45.4717868, 9.1535032]",0.0816106249840231,2.408756433324561,2.902627586935086,8.0,0.1496586323777403,45.4717868,9.1535032,0.7071720102254342,-5.6649757822112115
link_ad_83152731,Trilocale,"via Nicolò Tartaglia 17, Cenisio, Milano",1500,"[45.4865776, 9.1696093]",0.2155587561283027,2.345020821130566,2.799837899437854,8.0,0.1496586323777403,45.4865776,9.1696093,0.43360053287203115,-4.771588674649408
link_ad_83271573,Bilocale,"viale Cassala, Barona, Milano",1000,"[45.4461021, 9.1601351]",0.1675738803751301,1.239267029336235,3.1736304067736603,6.0,0.1162834524070022,45.4461021,9.1601351,0.2735714773534035,-11.296126413794784
link_ad_77606676,Bilocale,"via Pasquale Stanislao Mancini, San Siro, Milano",900,"[45.4780398, 9.1373833]",0.061120204249164,1.0464719037079326,4.303915749472434,7.0,0.1689400354179961,45.4780398,9.1373833,0.23198776651735376,-16.908058905565117
link_ad_83478455,Trilocale,"via Pier Paolo Pasolini 19, Cascina Merlata - Musocco, Milano",630,"[45.5120601, 9.0997489]",0.8145698014996015,2.059314252232235,8.70252726237459,8.0,0.1496586323777403,45.5120601,9.0997489,0.09121522341988886,-36.996697013420516
link_ad_83651943,Trilocale,"via Giovanni Battista Pirelli 33, Melchiorre Gioia, Milano",4000,"[45.483997, 9.195913899999999]",0.1766819183685584,3.769113505702201,2.0903986150702782,9.0,0.1741331666666666,45.483997,9.1959139,0.8207144320602096,4.277258534349108
link_ad_81650854,Bilocale,"via Giovanni Battista Pirelli 35, Melchiorre Gioia, Milano",2400,"[45.4840021, 9.1958614]",0.1767812629695981,3.765677737461319,2.090005917149088,9.0,0.1741331666666666,45.4840021,9.1958614,0.6191016657055322,5.269610291518834
link_ad_81093785,Appartamento,"buono stato, secondo piano, Figino, Milano",2066,"[45.4925633, 9.0771489]",0.0684708349144784,3.987040389600493,9.26953628395911,7.0,0.1689400354179961,45.4925633,9.0771489,0.559957112248723,-28.70991903051911
link_ad_82808007,Bilocale,"via della Moscova 46, Moscova, Milano",1000,"[45.4777379, 9.1863706]",0.1821088901197072,3.253280595538416,1.3625428105673745,1.0,0.1146297714581178,45.4777379,9.1863706,0.2735714773534035,7.748435944780244
link_ad_78855467,Appartamento,"ottimo stato, primo piano, Figino, Milano",2416,"[45.4925633, 9.0771489]",0.0684708349144784,3.987040389600493,9.26953628395911,7.0,0.1689400354179961,45.4925633,9.0771489,0.6217241352457177,-29.018754145504086
link_ad_84233200,Trilocale,"via Serviliano Lattuada, Porta Romana - Medaglie d'Oro, Milano",1725,"[45.4526883, 9.2060712]",0.4404011535225436,1.987867569939773,1.9303116228411508,4.0,0.1018567536992841,45.4526883,9.2060712,0.4887618061566834,-3.848751294406604
link_ad_84151458,Trilocale,"via Giambellino, Giambellino, Milano",1150,"[45.448321, 9.1416366]",-0.0461304504133295,2.6253491655648302,4.218215372644446,6.0,0.1162834524070022,45.448321,9.1416366,0.32873275063805574,-8.795925274486695
link_ad_60085024,Quadrilocale,"ottimo stato, sesto piano, Brera, Milano",3417,"[45.4712356, 9.1874068]",0.1943131199659546,2.59218173343468,0.6400662182594297,1.0,0.1146297714581178,45.4712356,9.1874068,0.7585399101841355,5.569461282416391
link_ad_82536194,Appartamento,"piazzale bande nere 9, Bande Nere, Milano",2850,"[45.4617107, 9.135725899999999]",-0.0888696658948902,2.0426087109080604,4.232936374175871,6.0,0.1162834524070022,45.4617107,9.1357259,0.6869275618348496,-13.36051053400384
link_ad_83982418,Bilocale,"via Fratelli Rizzardi 37, Trenno, Milano",1250,"[45.4942982, 9.1005533]",0.2376963053829968,2.562196239628736,7.643028171720117,8.0,0.1496586323777403,45.4942982,9.1005533,0.3616418218733055,-27.652557134849715
link_ad_82177830,Bilocale,"via Sibari 6, Vigentino - Fatima, Milano",900,"[45.4330879, 9.2003212]",0.7889412468502996,2.027002111890189,3.7206886918974864,5.0,0.0584525945764981,45.4330879,9.2003212,0.23198776651735376,-13.280814993992266
link_ad_77255208,Trilocale,"via Alerami, San Siro, Milano",2165,"[45.4781785, 9.1326665]",0.0405825780762825,0.678698102134469,4.658589146715585,7.0,0.1689400354179961,45.4781785,9.1326665,0.5784305106834386,-22.149820489614207
