id,type,address,price,coords,contamination,distanceToDangerZone,distanceToMedianJobLocation,Zone,GreenConc,lt,lg
link_ad_82555843,Monolocale,"via Valtellina 4, Isola, Milano",1200,"[45.489296, 9.1821456]",0.22074173857981805,2.5896942761253734,2.6881130469290535,9.0,0.17413316666666664,45.489296,9.1821456
link_ad_80055533,Bilocale,"corso Porta Romana 51, Quadronno - Crocetta, Milano",1300,"[45.4542809, 9.195815999999999]",0.36383212079817895,1.6888903279020628,1.357263995006799,1.0,0.11462977145811785,45.4542809,9.195815999999999
link_ad_81287311,Appartamento,"via Alberto Da Giussano, 16, Pagano, Milano",4100,"[45.4691094, 9.1632258]",0.11726579762762412,2.36940602820611,2.0990643894975562,1.0,0.11462977145811785,45.4691094,9.1632258
link_ad_82999859,Bilocale,"largo Benedetto Cairoli 1, Duomo, Milano",1100,"[45.4680677, 9.1826294]",0.19286898741847835,2.1391560884465406,0.6107670041476116,1.0,0.11462977145811785,45.4680677,9.1826294
link_ad_83534363,Bilocale,"largo Benedetto Cairoli 1, Duomo, Milano",1100,"[45.4680677, 9.1826294]",0.19286898741847835,2.1391560884465406,0.6107670041476116,1.0,0.11462977145811785,45.4680677,9.1826294
link_ad_83914166,Bilocale,"vicolo Fiori, Brera, Milano",2300,"[45.4722698, 9.185582499999999]",0.187864171442925,2.652891532374323,0.7971323292225788,1.0,0.11462977145811785,45.4722698,9.185582499999999
link_ad_76603054,Quadrilocale,"largo La Foppa, Moscova, Milano",2920,"[45.477719, 9.1845793]",0.18110797938425094,3.2167972972301433,1.3939148196348725,1.0,0.11462977145811785,45.477719,9.1845793
link_ad_83291015,Trilocale,"via Alberto da Giussano 22, Pagano, Milano",3000,"[45.4697792, 9.162340400000001]",0.11457473100745119,2.4653616144036135,2.181232155270954,1.0,0.11462977145811785,45.4697792,9.162340400000001
link_ad_84062258,Bilocale,"via Garigliano, Isola, Milano",1100,"[45.4889847, 9.190395299999999]",0.20016930832935032,3.0818488721744606,2.5886921036940205,9.0,0.17413316666666664,45.4889847,9.190395299999999
link_ad_74756198,Bilocale,"via Fontana, Guastalla, Milano",1350,"[45.4615111, 9.2054188]",0.3126923871168401,2.7037886384291405,1.3115542436263097,1.0,0.11462977145811785,45.4615111,9.2054188
link_ad_43062241,Loft,"via Gian Battista Vico, San Vittore, Milano",1650,"[45.4617212, 9.1685043]",0.14970455002912786,1.4530042670114778,1.7116456152928818,1.0,0.11462977145811785,45.4617212,9.1685043
link_ad_73769036,Quadrilocale,"largo La Foppa, Moscova, Milano",2960,"[45.477719, 9.1845793]",0.18110797938425094,3.2167972972301433,1.3939148196348725,1.0,0.11462977145811785,45.477719,9.1845793
link_ad_80917755,Appartamento,"via Filelfo, 10, Sempione, Milano",3000,"[45.4805479, 9.1631503]",0.16582736729469616,2.8982589271358954,2.647468564533833,8.0,0.14965863237774032,45.4805479,9.1631503
link_ad_81870684,Quadrilocale,"via Vincenzo Foppa 7, Solari, Milano",2700,"[45.4582398, 9.1636718]",0.12928385185659863,1.3232374809127847,2.193468834575478,6.0,0.11628345240700223,45.4582398,9.1636718
link_ad_84081556,Trilocale,"via francesco Cilea 138, Gallaratese, Milano",940,"[45.5013903, 9.0953699]",0.4391139518265845,2.9865696036265477,8.356192668143708,8.0,0.14965863237774032,45.5013903,9.0953699
link_ad_83747413,Quadrilocale,"via Manduria 108, Gratosoglio, Milano",1100,"[45.4026269, 9.1757375]",1.263303840532899,5.216628321902489,7.0985557091654,5.0,0.05845259457649816,45.4026269,9.1757375
link_ad_84009218,Trilocale,"viale Monte Grappa 16, Garibaldi - Corso Como, Milano",3500,"[45.48100059999999, 9.1891556]",0.18306586508697364,3.646016219469029,1.7008720876359507,9.0,0.17413316666666664,45.48100059999999,9.1891556
link_ad_83863018,Quadrilocale,"via Arena, Ticinese, Milano",2500,"[45.4552808, 9.1788401]",0.25105537330091465,0.6971926176539197,1.4360862401695111,1.0,0.11462977145811785,45.4552808,9.1788401
link_ad_71481762,Bilocale,"via Brembo 3, Lodi - Brenta, Milano",2200,"[45.44524819999999, 9.212192199999999]",0.6139161615283228,1.097972286583573,2.872875114396159,4.0,0.1018567536992841,45.44524819999999,9.212192199999999
link_ad_82949739,Monolocale,"via Panfilo Castaldi 25, Porta Venezia, Milano",1200,"[45.4768278, 9.2031074]",0.1823892698448617,3.73202625507459,1.6189916932855035,3.0,0.1217181679550246,45.4768278,9.2031074
link_ad_84029578,Trilocale,"via San Siro 22, Amendola - Buonarroti, Milano",1208,"[45.4735619, 9.151326]",0.08214883618347812,2.1930642804476324,3.1173809034783386,8.0,0.14965863237774032,45.4735619,9.151326
link_ad_84057798,Trilocale,"via della Moscova 40, Moscova, Milano",1900,"[45.47760110000001, 9.1871455]",0.18249621825816575,3.255331969212316,1.3372789326942167,1.0,0.11462977145811785,45.47760110000001,9.1871455
link_ad_48781505,Bilocale,"ottimo stato, secondo piano, Monte Rosa - Lotto, Milano",1050,"[45.4746836, 9.1497312]",0.08305078209377825,2.0453164134611597,3.272772974287217,8.0,0.14965863237774032,45.4746836,9.1497312
